Date,High,Low,Open,Close,Adj Close,trend
2017-01-03,29.082500457763672,28.690000534057617,28.950000762939453,29.037500381469727,27.297691345214844,1
2017-01-04,29.127500534057617,28.9375,28.962499618530273,29.0049991607666,27.26713752746582,0
2017-01-05,29.21500015258789,28.952499389648438,28.979999542236328,29.15250015258789,27.405799865722656,0
2017-01-06,29.540000915527344,29.11750030517578,29.19499969482422,29.477500915527344,27.711328506469727,0
2017-01-09,29.857500076293945,29.485000610351562,29.487499237060547,29.747499465942383,27.965147018432617,0
2017-01-10,29.844999313354492,29.575000762939453,29.6924991607666,29.77750015258789,27.99335479736328,0
2017-01-11,29.982500076293945,29.649999618530273,29.684999465942383,29.9375,28.143760681152344,1
2017-01-12,29.825000762939453,29.552499771118164,29.725000381469727,29.8125,28.02625274658203,1
2017-01-13,29.905000686645508,29.702499389648438,29.77750015258789,29.760000228881836,27.97690200805664,0
2017-01-17,30.059999465942383,29.55500030517578,29.584999084472656,30.0,28.202524185180664,1
2017-01-18,30.125,29.927499771118164,30.0,29.997499465942383,28.200172424316406,1
2017-01-19,30.022499084472656,29.842500686645508,29.850000381469727,29.94499969482422,28.150819778442383,0
2017-01-20,30.112499237060547,29.9325008392334,30.112499237060547,30.0,28.202524185180664,0
2017-01-23,30.202499389648438,29.9424991607666,30.0,30.020000457763672,28.221324920654297,1
2017-01-24,30.024999618530273,29.875,29.887500762939453,29.99250030517578,28.195470809936523,0
2017-01-25,30.524999618530273,30.06999969482422,30.104999542236328,30.469999313354492,28.644359588623047,0
2017-01-26,30.610000610351562,30.399999618530273,30.417499542236328,30.485000610351562,28.658464431762695,0
2017-01-27,30.587499618530273,30.399999618530273,30.53499984741211,30.487499237060547,28.660810470581055,1
2017-01-30,30.407499313354492,30.165000915527344,30.232500076293945,30.407499313354492,28.585607528686523,1
2017-01-31,30.34749984741211,30.155000686645508,30.287500381469727,30.337499618530273,28.51980209350586,0
2017-02-01,32.622501373291016,31.752500534057617,31.75749969482422,32.1875,30.258960723876953,1
2017-02-02,32.34749984741211,31.94499969482422,31.9950008392334,32.13249969482422,30.207252502441406,0
2017-02-03,32.29750061035156,32.040000915527344,32.07749938964844,32.27000045776367,30.336511611938477,0
2017-02-06,32.625,32.224998474121094,32.282501220703125,32.5724983215332,30.620891571044922,0
2017-02-07,33.022499084472656,32.61249923706055,32.6349983215332,32.88249969482422,30.912311553955078,0
2017-02-08,33.05500030517578,32.80500030517578,32.837501525878906,33.0099983215332,31.03217315673828,0
2017-02-09,33.11249923706055,32.779998779296875,32.912498474121094,33.10499954223633,31.25640869140625,1
2017-02-10,33.23500061035156,33.01250076293945,33.1150016784668,33.029998779296875,31.185592651367188,0
2017-02-13,33.45500183105469,33.1875,33.27000045776367,33.3224983215332,31.461772918701172,0
2017-02-14,33.772499084472656,33.3125,33.36750030517578,33.755001068115234,31.87010955810547,0
